Longtide,Latitude,Week Day,Time
8.3562,80.48823,Thursday,16:29:08
8.35619,80.48829,Thursday,16:29:09
8.35619,80.48835,Thursday,16:29:10
8.35618,80.48841,Thursday,16:29:11
8.35617,80.48848,Thursday,16:29:12
8.35616,80.48856,Thursday,16:29:13
8.35615,80.48864,Thursday,16:29:14
8.35614,80.48871,Thursday,16:29:15
8.35613,80.48879,Thursday,16:29:16
8.35612,80.48888,Thursday,16:29:17
8.35611,80.48896,Thursday,16:29:18
8.35609,80.48906,Thursday,16:29:19
8.35608,80.48916,Thursday,16:29:20
8.35607,80.48926,Thursday,16:29:21
8.35606,80.48936,Thursday,16:29:22
8.35605,80.48946,Thursday,16:29:23
8.35604,80.48957,Thursday,16:29:24
8.35603,80.48967,Thursday,16:29:25
8.35602,80.48978,Thursday,16:29:26
8.356,80.48989,Thursday,16:29:27
8.35599,80.49,Thursday,16:29:28
8.35598,80.49011,Thursday,16:29:29
8.35597,80.49023,Thursday,16:29:30
8.35596,80.49035,Thursday,16:29:31
8.35596,80.49048,Thursday,16:29:32
8.35597,80.4906,Thursday,16:29:33
8.35599,80.49072,Thursday,16:29:34
8.35602,80.49084,Thursday,16:29:35
8.35605,80.49097,Thursday,16:29:36
8.35609,80.49109,Thursday,16:29:37
8.35612,80.49121,Thursday,16:29:38
8.35615,80.49134,Thursday,16:29:39
8.35618,80.49146,Thursday,16:29:40
8.35621,80.49159,Thursday,16:29:41
8.35624,80.49172,Thursday,16:29:42
8.35628,80.49185,Thursday,16:29:43
8.35631,80.49198,Thursday,16:29:44
8.35634,80.4921,Thursday,16:29:45
8.35636,80.49223,Thursday,16:29:46
8.35639,80.49236,Thursday,16:29:47
8.35642,80.49249,Thursday,16:29:48
8.35645,80.49262,Thursday,16:29:49
8.35649,80.49275,Thursday,16:29:50
8.35654,80.49289,Thursday,16:29:51
8.3566,80.49302,Thursday,16:29:52
8.35667,80.49316,Thursday,16:29:53
8.35673,80.49329,Thursday,16:29:54
8.35679,80.49343,Thursday,16:29:55
8.35685,80.49357,Thursday,16:29:56
8.3569,80.49372,Thursday,16:29:57
8.35694,80.49387,Thursday,16:29:58
8.35698,80.49403,Thursday,16:29:59
8.35701,80.49419,Thursday,16:30:00
8.35704,80.49435,Thursday,16:30:01
8.35707,80.4945,Thursday,16:30:02
8.35709,80.49466,Thursday,16:30:03
8.35712,80.49481,Thursday,16:30:04
8.35714,80.49498,Thursday,16:30:05
8.35717,80.49514,Thursday,16:30:06
8.35719,80.4953,Thursday,16:30:07
8.35722,80.49547,Thursday,16:30:08
8.35725,80.49563,Thursday,16:30:09
8.35728,80.4958,Thursday,16:30:10
8.3573,80.49595,Thursday,16:30:11
8.35733,80.4961,Thursday,16:30:12
8.35736,80.49626,Thursday,16:30:13
8.35739,80.4964,Thursday,16:30:14
8.35742,80.49655,Thursday,16:30:15
8.35745,80.4967,Thursday,16:30:16
8.35747,80.49685,Thursday,16:30:17
8.35749,80.497,Thursday,16:30:18
8.3575,80.49714,Thursday,16:30:19
8.35751,80.49728,Thursday,16:30:20
8.35751,80.49741,Thursday,16:30:21
8.35752,80.49754,Thursday,16:30:22
8.35753,80.49767,Thursday,16:30:23
8.35755,80.49779,Thursday,16:30:24
8.35756,80.49791,Thursday,16:30:25
8.35756,80.49803,Thursday,16:30:26
8.35755,80.49812,Thursday,16:30:27
8.35754,80.49821,Thursday,16:30:28
8.35752,80.49827,Thursday,16:30:29
8.3575,80.49833,Thursday,16:30:30
8.35749,80.49838,Thursday,16:30:31
8.35748,80.49844,Thursday,16:30:32
8.35748,80.4985,Thursday,16:30:33
8.35748,80.49856,Thursday,16:30:34
8.35749,80.49861,Thursday,16:30:35
8.3575,80.49864,Thursday,16:30:36
8.35751,80.49865,Thursday,16:30:37
8.35751,80.49864,Thursday,16:30:39
8.35752,80.49863,Thursday,16:30:41
8.35752,80.49865,Thursday,16:30:44
8.35752,80.49868,Thursday,16:30:45
8.35753,80.49871,Thursday,16:30:46
8.35753,80.49875,Thursday,16:30:47
8.35753,80.4988,Thursday,16:30:48
8.35752,80.49885,Thursday,16:30:49
8.35751,80.49891,Thursday,16:30:50
8.3575,80.49897,Thursday,16:30:51
8.35749,80.49903,Thursday,16:30:52
8.35749,80.49911,Thursday,16:30:53
8.35748,80.4992,Thursday,16:30:54
8.35747,80.49929,Thursday,16:30:55
8.35747,80.49938,Thursday,16:30:56
8.35746,80.49948,Thursday,16:30:57
8.35747,80.49958,Thursday,16:30:58
8.35747,80.49969,Thursday,16:30:59
8.35749,80.49981,Thursday,16:31:00
8.35752,80.49993,Thursday,16:31:01
8.35755,80.50006,Thursday,16:31:02
8.35757,80.50019,Thursday,16:31:03
8.3576,80.50033,Thursday,16:31:04
8.35763,80.50046,Thursday,16:31:05
8.35766,80.5006,Thursday,16:31:06
8.35769,80.50075,Thursday,16:31:07
8.35772,80.50089,Thursday,16:31:08
8.35774,80.50104,Thursday,16:31:09
8.35776,80.50118,Thursday,16:31:10
8.35779,80.50133,Thursday,16:31:11
8.35783,80.50148,Thursday,16:31:12
8.35787,80.50163,Thursday,16:31:13
8.3579,80.50178,Thursday,16:31:14
8.35794,80.50193,Thursday,16:31:15
8.35797,80.50207,Thursday,16:31:16
8.358,80.50221,Thursday,16:31:17
8.35802,80.50233,Thursday,16:31:18
8.35805,80.50243,Thursday,16:31:19
8.35806,80.50251,Thursday,16:31:20
8.35807,80.50256,Thursday,16:31:21
8.35808,80.5026,Thursday,16:31:22
8.35809,80.50263,Thursday,16:31:23
8.35809,80.50264,Thursday,16:31:24
8.3581,80.50265,Thursday,16:31:28
8.35809,80.50266,Thursday,16:31:34
8.35808,80.50267,Thursday,16:31:35
8.35806,80.50268,Thursday,16:31:36
8.35804,80.50268,Thursday,16:31:37
8.35802,80.50269,Thursday,16:31:38
8.35801,80.5027,Thursday,16:31:39
8.35801,80.50271,Thursday,16:31:40
8.358,80.50272,Thursday,16:31:41
8.358,80.50273,Thursday,16:31:42
8.358,80.50274,Thursday,16:31:43
8.35801,80.50276,Thursday,16:31:44
8.35801,80.50278,Thursday,16:31:45
8.35801,80.50279,Thursday,16:31:46
8.35801,80.50281,Thursday,16:31:47
8.35801,80.50283,Thursday,16:31:48
8.35801,80.50284,Thursday,16:31:49
8.358,80.50285,Thursday,16:31:50
8.35799,80.50286,Thursday,16:31:51
8.35798,80.50286,Thursday,16:31:52
8.35796,80.50287,Thursday,16:31:53
8.35795,80.50287,Thursday,16:31:54
8.35793,80.50287,Thursday,16:31:55
8.32228,80.40242,Friday,16:12:43
8.32228,80.40244,Friday,16:12:44
8.32231,80.4024,Friday,16:12:45
8.32231,80.40242,Friday,16:12:47
8.3223,80.40244,Friday,16:12:49
8.3223,80.40245,Friday,16:12:51
8.32231,80.40245,Friday,16:12:53
8.32232,80.40246,Friday,16:12:55
8.3222,80.40271,Friday,16:14:32
8.32233,80.40246,Friday,16:14:35
8.32234,80.40252,Friday,16:14:36
8.32236,80.40255,Friday,16:14:37
8.32237,80.40257,Friday,16:14:38
8.3224,80.4026,Friday,16:14:39
8.32241,80.40261,Friday,16:14:40
8.32243,80.40262,Friday,16:14:41
8.32244,80.40263,Friday,16:14:42
8.32245,80.40264,Friday,16:14:43
8.32247,80.40265,Friday,16:14:44
8.32247,80.40266,Friday,16:14:45
8.32248,80.40266,Friday,16:14:46
8.32249,80.40267,Friday,16:14:47
8.3225,80.40268,Friday,16:14:48
8.32251,80.40269,Friday,16:14:49
8.32252,80.4027,Friday,16:14:50
8.32253,80.40271,Friday,16:14:51
8.32254,80.40272,Friday,16:14:52
8.32302,80.40279,Friday,16:20:35
8.32302,80.40279,Friday,16:20:37
8.32303,80.4028,Friday,16:20:40
8.32302,80.40278,Friday,16:20:42
8.32302,80.40278,Friday,16:20:43
8.3233,80.40318,Friday,16:28:47
8.32344,80.40328,Friday,16:28:49
8.32347,80.40331,Friday,16:28:50
8.32352,80.40335,Friday,16:28:51
8.32354,80.40336,Friday,16:28:52
8.32358,80.40339,Friday,16:28:53
8.32361,80.40343,Friday,16:28:54
8.32364,80.40344,Friday,16:28:55
8.32365,80.40346,Friday,16:28:56
8.32366,80.40347,Friday,16:28:57
8.32366,80.40348,Friday,16:28:58
8.32368,80.40348,Friday,16:29:00
8.32369,80.4035,Friday,16:29:01
8.32371,80.40352,Friday,16:29:02
8.32373,80.40354,Friday,16:29:03
8.32374,80.40357,Friday,16:29:04
8.32375,80.40359,Friday,16:29:05
8.32377,80.40362,Friday,16:29:06
8.32381,80.40364,Friday,16:29:07
8.32386,80.40366,Friday,16:29:08
8.3239,80.40368,Friday,16:29:09
8.32394,80.40371,Friday,16:29:10
8.32397,80.40374,Friday,16:29:11
8.32402,80.40379,Friday,16:29:12
8.32405,80.40383,Friday,16:29:13
8.3241,80.40385,Friday,16:29:14
8.32413,80.40388,Friday,16:29:15
8.32415,80.4039,Friday,16:29:16
8.32418,80.40392,Friday,16:29:17
8.3242,80.40393,Friday,16:29:18
8.32423,80.40396,Friday,16:29:19
8.32426,80.40398,Friday,16:29:20
8.32429,80.40401,Friday,16:29:21
8.32432,80.40403,Friday,16:29:22
8.32435,80.40406,Friday,16:29:23
8.32441,80.4041,Friday,16:29:24
8.32444,80.40413,Friday,16:29:25
8.32449,80.40416,Friday,16:29:26
8.32453,80.4042,Friday,16:29:27
8.32457,80.40423,Friday,16:29:28
8.32462,80.40428,Friday,16:29:29
8.32468,80.40433,Friday,16:29:30
8.32474,80.40436,Friday,16:29:31
8.3248,80.40441,Friday,16:29:32
8.32485,80.40444,Friday,16:29:33
8.3249,80.40448,Friday,16:29:34
8.32493,80.40451,Friday,16:29:35
8.32494,80.40452,Friday,16:29:36
8.32497,80.40454,Friday,16:29:37
8.32499,80.40456,Friday,16:29:38
8.32501,80.40459,Friday,16:29:39
8.32504,80.40462,Friday,16:29:40
8.32507,80.40464,Friday,16:29:41
8.3251,80.40466,Friday,16:29:42
8.32515,80.40471,Friday,16:29:43
8.32521,80.40476,Friday,16:29:44
8.32524,80.40479,Friday,16:29:45
8.32531,80.40484,Friday,16:29:46
8.32536,80.4049,Friday,16:29:47
8.3254,80.40494,Friday,16:29:48
8.32545,80.40499,Friday,16:29:49
8.32551,80.40503,Friday,16:29:50
8.32556,80.40509,Friday,16:29:51
8.32562,80.40516,Friday,16:29:52
8.32567,80.40523,Friday,16:29:53
8.32573,80.40528,Friday,16:29:54
8.3258,80.40535,Friday,16:29:55
8.32586,80.4054,Friday,16:29:56
8.32592,80.40544,Friday,16:29:57
8.326,80.40551,Friday,16:29:58
8.32608,80.40558,Friday,16:29:59
8.32615,80.40562,Friday,16:30:00
8.3262,80.40566,Friday,16:30:01
8.32627,80.40571,Friday,16:30:02
8.32633,80.40576,Friday,16:30:03
8.32638,80.40581,Friday,16:30:04
8.32645,80.40586,Friday,16:30:05
8.32652,80.40591,Friday,16:30:06
8.32658,80.40598,Friday,16:30:07
8.32664,80.40604,Friday,16:30:08
8.3267,80.40608,Friday,16:30:09
8.32678,80.40612,Friday,16:30:10
8.32686,80.40616,Friday,16:30:11
8.32693,80.4062,Friday,16:30:12
8.32698,80.40624,Friday,16:30:13
8.32704,80.40629,Friday,16:30:14
8.32711,80.40636,Friday,16:30:15
8.32713,80.40638,Friday,16:30:16
8.32718,80.40638,Friday,16:30:17
8.32723,80.40642,Friday,16:30:18
8.32726,80.40643,Friday,16:30:19
8.3273,80.40645,Friday,16:30:20
8.32735,80.40646,Friday,16:30:21
8.3274,80.4065,Friday,16:30:22
8.32744,80.40651,Friday,16:30:23
8.32748,80.40655,Friday,16:30:24
8.32752,80.40657,Friday,16:30:25
8.32755,80.40659,Friday,16:30:26
8.32759,80.40661,Friday,16:30:27
8.32762,80.40663,Friday,16:30:28
8.32764,80.40665,Friday,16:30:29
8.32765,80.40666,Friday,16:30:30
8.32766,80.40667,Friday,16:30:33
8.32767,80.40667,Friday,16:30:38
8.32769,80.40669,Friday,16:31:49
8.3277,80.4067,Friday,16:31:50
8.32772,80.40672,Friday,16:31:51
8.32774,80.40673,Friday,16:31:52
8.32777,80.40674,Friday,16:31:53
8.3278,80.40675,Friday,16:31:54
8.32782,80.40676,Friday,16:31:55
8.32786,80.40676,Friday,16:31:56
8.32787,80.40678,Friday,16:31:57
8.32788,80.40679,Friday,16:31:58
8.32789,80.4068,Friday,16:32:00
8.3279,80.40681,Friday,16:32:02
8.32791,80.4068,Friday,16:32:05
8.32792,80.40682,Friday,16:32:07
8.32794,80.40685,Friday,16:32:08
8.32795,80.40686,Friday,16:32:09
8.32796,80.40687,Friday,16:32:10
8.32797,80.40689,Friday,16:32:11
8.32799,80.4069,Friday,16:32:12
8.32801,80.4069,Friday,16:32:13
8.32803,80.40691,Friday,16:32:14
8.32805,80.40692,Friday,16:32:15
8.32807,80.40694,Friday,16:32:16
8.32811,80.40698,Friday,16:32:17
8.32814,80.40702,Friday,16:32:18
8.32817,80.40705,Friday,16:32:19
8.32822,80.40711,Friday,16:32:20
8.32826,80.40713,Friday,16:32:21
8.32831,80.40716,Friday,16:32:22
8.32836,80.40718,Friday,16:32:23
8.3284,80.4072,Friday,16:32:24
8.32845,80.40723,Friday,16:32:25
8.3285,80.40724,Friday,16:32:26
8.32854,80.40724,Friday,16:32:27
8.3286,80.40727,Friday,16:32:28
8.3286,80.40726,Friday,16:32:29
8.32863,80.40726,Friday,16:32:30
8.32865,80.40728,Friday,16:32:31
8.32866,80.4073,Friday,16:32:32
8.32869,80.40727,Friday,16:32:33
8.3287,80.40727,Friday,16:32:34
8.32871,80.40728,Friday,16:32:35
8.32873,80.40729,Friday,16:32:36
8.32876,80.4073,Friday,16:32:37
8.32879,80.40731,Friday,16:32:38
8.32882,80.40734,Friday,16:32:39
8.32886,80.40737,Friday,16:32:40
8.3289,80.40741,Friday,16:32:41
8.32894,80.40744,Friday,16:32:42
8.32898,80.40747,Friday,16:32:43
8.32902,80.4075,Friday,16:32:44
8.32909,80.4076,Friday,16:32:45
8.32912,80.40763,Friday,16:32:46
8.32917,80.40768,Friday,16:32:47
8.32922,80.40772,Friday,16:32:48
8.32926,80.40776,Friday,16:32:49
8.32932,80.40782,Friday,16:32:50
8.32936,80.40785,Friday,16:32:51
8.32941,80.4079,Friday,16:32:52
8.32949,80.40798,Friday,16:32:53
8.32953,80.40801,Friday,16:32:54
8.32958,80.40805,Friday,16:32:55
8.32966,80.4081,Friday,16:32:56
8.32975,80.40819,Friday,16:32:57
8.32982,80.40823,Friday,16:32:58
8.32989,80.4083,Friday,16:32:59
8.32994,80.40833,Friday,16:33:00
8.32999,80.40835,Friday,16:33:01
8.33005,80.4084,Friday,16:33:02
8.3301,80.40842,Friday,16:33:03
8.33013,80.40841,Friday,16:33:04
8.33015,80.40846,Friday,16:33:05
8.33017,80.40847,Friday,16:33:06
8.33019,80.40849,Friday,16:33:07
8.3302,80.40851,Friday,16:33:09
8.33019,80.40852,Friday,16:33:11
8.33019,80.40853,Friday,16:33:13
8.33019,80.40854,Friday,16:33:14
8.33019,80.40856,Friday,16:33:15
8.33019,80.40857,Friday,16:33:16
8.33018,80.40857,Friday,16:33:17
8.33018,80.40858,Friday,16:33:19
8.33017,80.40859,Friday,16:33:24
8.33016,80.40857,Friday,16:33:33
8.33017,80.40856,Friday,16:33:38
8.33018,80.40856,Friday,16:33:47
8.33018,80.40856,Friday,16:35:02
8.33021,80.40857,Friday,16:35:04
8.33023,80.40858,Friday,16:35:05
8.33026,80.4086,Friday,16:35:06
8.33029,80.40862,Friday,16:35:07
8.33031,80.40863,Friday,16:35:08
8.33034,80.40865,Friday,16:35:09
8.33036,80.40866,Friday,16:35:10
8.33039,80.40867,Friday,16:35:11
8.3304,80.40867,Friday,16:35:12
8.33042,80.40868,Friday,16:35:13
8.33044,80.40869,Friday,16:35:14
8.33045,80.4087,Friday,16:35:15
8.33047,80.40871,Friday,16:35:16
8.3305,80.40873,Friday,16:35:17
8.33054,80.40876,Friday,16:35:18
8.33058,80.40879,Friday,16:35:19
8.33062,80.40883,Friday,16:35:20
8.33066,80.40887,Friday,16:35:21
8.33069,80.40888,Friday,16:35:22
8.33072,80.40889,Friday,16:35:23
8.33074,80.40891,Friday,16:35:24
8.33077,80.40891,Friday,16:35:25
8.33079,80.40891,Friday,16:35:26
8.3308,80.40891,Friday,16:35:27
8.33082,80.40893,Friday,16:35:28
8.33085,80.40895,Friday,16:35:29
8.33087,80.40896,Friday,16:35:30
8.33089,80.40897,Friday,16:35:31
8.33091,80.40897,Friday,16:35:32
8.33094,80.40898,Friday,16:35:33
8.33096,80.40898,Friday,16:35:34
8.33097,80.40899,Friday,16:35:38
8.33098,80.40899,Friday,16:35:39
8.33099,80.40899,Friday,16:35:40
8.33101,80.40899,Friday,16:35:41
8.33103,80.409,Friday,16:35:42
8.33105,80.40901,Friday,16:35:43
8.33108,80.40902,Friday,16:35:44
8.33111,80.40903,Friday,16:35:45
8.33115,80.40905,Friday,16:35:46
8.33119,80.40906,Friday,16:35:47
8.33122,80.40908,Friday,16:35:48
8.3314,80.40913,Friday,16:35:49
8.3314,80.40914,Friday,16:35:50
8.33141,80.40915,Friday,16:35:51
8.33143,80.40916,Friday,16:35:52
8.33145,80.40917,Friday,16:35:53
8.33148,80.40918,Friday,16:35:54
8.3315,80.40919,Friday,16:35:55
8.33152,80.4092,Friday,16:35:56
8.33155,80.40921,Friday,16:35:57
8.33158,80.40922,Friday,16:35:58
8.33162,80.40923,Friday,16:35:59
8.33166,80.40923,Friday,16:36:00
8.3317,80.40924,Friday,16:36:01
8.33173,80.40924,Friday,16:36:02
8.33176,80.40924,Friday,16:36:03
8.33179,80.40925,Friday,16:36:04
8.33186,80.40928,Friday,16:36:05
8.33193,80.40932,Friday,16:36:06
8.33198,80.40935,Friday,16:36:07
8.33202,80.40939,Friday,16:36:08
8.33207,80.40942,Friday,16:36:09
8.33212,80.40945,Friday,16:36:10
8.33216,80.40949,Friday,16:36:11
8.3322,80.40952,Friday,16:36:12
8.33224,80.40955,Friday,16:36:13
8.33228,80.40957,Friday,16:36:14
8.33231,80.4096,Friday,16:36:15
8.33234,80.40962,Friday,16:36:16
8.33238,80.40964,Friday,16:36:17
8.33241,80.40966,Friday,16:36:18
8.33244,80.40967,Friday,16:36:19
8.33247,80.40969,Friday,16:36:20
8.3325,80.4097,Friday,16:36:21
8.33251,80.40971,Friday,16:36:22
8.33252,80.4097,Friday,16:36:23
8.33253,80.4097,Friday,16:36:24
8.33253,80.40968,Friday,16:36:27
8.33254,80.40969,Friday,16:36:31
8.33256,80.40968,Friday,16:36:36
8.33257,80.40969,Friday,16:36:43
8.33258,80.4097,Friday,16:36:49
8.33261,80.40972,Friday,16:36:50
8.33262,80.40974,Friday,16:36:51
8.33264,80.40974,Friday,16:36:52
8.33267,80.40975,Friday,16:36:53
8.3327,80.40977,Friday,16:36:54
8.33274,80.40978,Friday,16:36:55
8.33277,80.4098,Friday,16:36:56
8.33281,80.40982,Friday,16:36:57
8.33284,80.40983,Friday,16:36:58
8.33288,80.40984,Friday,16:36:59
8.33295,80.40989,Friday,16:37:00
8.33308,80.41,Friday,16:37:01
8.33315,80.41001,Friday,16:37:02
8.3332,80.41003,Friday,16:37:03
8.33327,80.41005,Friday,16:37:04
8.33333,80.41008,Friday,16:37:05
8.3334,80.41013,Friday,16:37:06
8.33346,80.41014,Friday,16:37:07
8.33352,80.41017,Friday,16:37:08
8.33359,80.41023,Friday,16:37:09
8.33363,80.41026,Friday,16:37:10
8.33368,80.41029,Friday,16:37:11
8.33374,80.41031,Friday,16:37:12
8.33379,80.41033,Friday,16:37:13
8.33384,80.41036,Friday,16:37:14
8.33389,80.41037,Friday,16:37:15
8.33395,80.41041,Friday,16:37:16
8.33399,80.41042,Friday,16:37:17
8.33405,80.41044,Friday,16:37:18
8.3341,80.41047,Friday,16:37:19
8.33415,80.4105,Friday,16:37:20
8.3342,80.41052,Friday,16:37:21
8.33426,80.41054,Friday,16:37:22
8.33431,80.41057,Friday,16:37:23
8.33437,80.41062,Friday,16:37:24
8.33441,80.41064,Friday,16:37:25
8.33445,80.41065,Friday,16:37:26
8.33448,80.41067,Friday,16:37:27
8.33451,80.41068,Friday,16:37:28
8.33456,80.4107,Friday,16:37:29
8.3346,80.41072,Friday,16:37:30
8.33464,80.41075,Friday,16:37:31
8.33467,80.41076,Friday,16:37:32
8.3347,80.41077,Friday,16:37:33
8.33472,80.41078,Friday,16:37:34
8.33473,80.41079,Friday,16:37:35
8.33474,80.41079,Friday,16:37:36
8.33476,80.4108,Friday,16:37:38
8.33476,80.41081,Friday,16:37:39
8.33477,80.4108,Friday,16:37:41
8.33479,80.4108,Friday,16:37:44
8.33479,80.41081,Friday,16:37:46
8.3348,80.41082,Friday,16:37:47
8.33481,80.41083,Friday,16:37:48
8.33484,80.41085,Friday,16:37:49
8.33485,80.41086,Friday,16:37:50
8.33489,80.41087,Friday,16:37:51
8.33494,80.41089,Friday,16:37:52
8.33498,80.4109,Friday,16:37:53
8.33506,80.41089,Friday,16:37:54
8.3351,80.41091,Friday,16:37:55
8.33516,80.41095,Friday,16:37:56
8.33523,80.41099,Friday,16:37:57
8.3353,80.41102,Friday,16:37:58
8.33537,80.41105,Friday,16:37:59
8.33543,80.41108,Friday,16:38:00
8.33554,80.41111,Friday,16:38:01
8.3356,80.41114,Friday,16:38:02
8.33567,80.41119,Friday,16:38:03
8.33573,80.41121,Friday,16:38:04
8.33578,80.41123,Friday,16:38:05
8.3358,80.41123,Friday,16:38:06
8.33583,80.41124,Friday,16:38:07
8.33584,80.41124,Friday,16:38:08
8.33585,80.41125,Friday,16:38:09
8.33586,80.41125,Friday,16:38:11
8.33587,80.41123,Friday,16:38:14
8.33588,80.41122,Friday,16:38:15
8.33588,80.41121,Friday,16:38:17
8.33591,80.41122,Friday,16:38:59
8.33594,80.41124,Friday,16:39:00
8.33598,80.41125,Friday,16:39:01
8.33603,80.41126,Friday,16:39:02
8.33607,80.41127,Friday,16:39:03
8.33614,80.41129,Friday,16:39:04
8.33619,80.41131,Friday,16:39:05
8.33622,80.41131,Friday,16:39:06
8.33626,80.41132,Friday,16:39:07
8.33628,80.41132,Friday,16:39:08
8.33632,80.41133,Friday,16:39:09
8.33634,80.41134,Friday,16:39:10
8.33633,80.41135,Friday,16:39:11
8.33634,80.41136,Friday,16:39:12
8.33634,80.41137,Friday,16:39:13
8.33635,80.41138,Friday,16:39:14
8.33636,80.41138,Friday,16:39:15
8.33638,80.41138,Friday,16:39:16
8.33641,80.41139,Friday,16:39:17
8.33644,80.4114,Friday,16:39:18
8.33646,80.41141,Friday,16:39:19
8.33648,80.41141,Friday,16:39:20
8.3365,80.41142,Friday,16:39:21
8.33653,80.41143,Friday,16:39:22
8.33655,80.41143,Friday,16:39:23
8.33659,80.41144,Friday,16:39:24
8.33663,80.41146,Friday,16:39:25
8.33666,80.41147,Friday,16:39:26
8.33671,80.41147,Friday,16:39:27
8.33675,80.41148,Friday,16:39:28
8.33678,80.41149,Friday,16:39:29
8.33682,80.41149,Friday,16:39:30
8.33685,80.41149,Friday,16:39:31
8.33689,80.41147,Friday,16:39:32
8.33691,80.41145,Friday,16:39:33
8.33693,80.41145,Friday,16:39:34
8.33696,80.41144,Friday,16:39:35
8.33698,80.41144,Friday,16:39:36
8.33699,80.41145,Friday,16:39:37
8.33701,80.41145,Friday,16:39:38
8.33702,80.41146,Friday,16:39:39
8.33704,80.41148,Friday,16:39:40
8.33706,80.4115,Friday,16:39:41
8.33707,80.41151,Friday,16:39:42
8.33708,80.41153,Friday,16:39:43
8.33709,80.41154,Friday,16:39:44
8.3371,80.41153,Friday,16:39:45
8.3371,80.41152,Friday,16:39:46
8.33711,80.41151,Friday,16:39:47
8.33712,80.41151,Friday,16:39:48
8.33714,80.4115,Friday,16:39:49
8.33717,80.4115,Friday,16:39:50
8.3372,80.4115,Friday,16:39:51
8.33725,80.41151,Friday,16:39:52
8.3373,80.41152,Friday,16:39:53
8.33734,80.41155,Friday,16:39:54
8.3374,80.41159,Friday,16:39:55
8.33745,80.41158,Friday,16:39:56
8.3375,80.41159,Friday,16:39:57
8.33755,80.4116,Friday,16:39:58
8.33758,80.41162,Friday,16:39:59
8.33765,80.41165,Friday,16:40:00
8.33769,80.41164,Friday,16:40:01
8.33774,80.41166,Friday,16:40:02
8.3378,80.41166,Friday,16:40:03
8.33785,80.41167,Friday,16:40:04
8.33791,80.41167,Friday,16:40:05
8.33797,80.41169,Friday,16:40:06
8.33801,80.4117,Friday,16:40:07
8.33811,80.41172,Friday,16:40:08
8.33819,80.41172,Friday,16:40:09
8.33829,80.41172,Friday,16:40:10
8.33836,80.41173,Friday,16:40:11
8.33844,80.41175,Friday,16:40:12
8.33853,80.41172,Friday,16:40:13
8.33861,80.41173,Friday,16:40:14
8.33869,80.41174,Friday,16:40:15
8.33877,80.41175,Friday,16:40:16
8.33884,80.41175,Friday,16:40:17
8.33891,80.41175,Friday,16:40:18
8.33899,80.41173,Friday,16:40:19
8.33907,80.41173,Friday,16:40:20
8.33916,80.41172,Friday,16:40:21
8.33926,80.41169,Friday,16:40:22
8.33935,80.4117,Friday,16:40:23
8.33943,80.4117,Friday,16:40:24
8.33949,80.41167,Friday,16:40:25
8.33956,80.41167,Friday,16:40:26
8.33962,80.41167,Friday,16:40:27
8.33967,80.41166,Friday,16:40:28
8.33973,80.41166,Friday,16:40:29
8.33978,80.4117,Friday,16:40:30
8.33982,80.4117,Friday,16:40:31
8.33989,80.41169,Friday,16:40:32
8.33995,80.41171,Friday,16:40:33
8.33998,80.41169,Friday,16:40:34
8.34003,80.4117,Friday,16:40:35
8.34007,80.41168,Friday,16:40:36
8.34011,80.41169,Friday,16:40:37
8.34015,80.41169,Friday,16:40:38
8.34019,80.41169,Friday,16:40:39
8.34023,80.4117,Friday,16:40:40
8.34028,80.41169,Friday,16:40:41
8.34032,80.41168,Friday,16:40:42
8.34037,80.41171,Friday,16:40:43
8.34043,80.41169,Friday,16:40:44
8.34048,80.41167,Friday,16:40:45
8.34053,80.41169,Friday,16:40:46
8.34059,80.41169,Friday,16:40:47
8.34066,80.41169,Friday,16:40:48
8.34071,80.41172,Friday,16:40:49
8.34079,80.41171,Friday,16:40:50
8.34084,80.41169,Friday,16:40:51
8.3409,80.41169,Friday,16:40:52
8.34094,80.41169,Friday,16:40:53
8.34099,80.4117,Friday,16:40:54
8.34105,80.4117,Friday,16:40:55
8.3411,80.41172,Friday,16:40:56
8.34117,80.41171,Friday,16:40:57
8.34121,80.41171,Friday,16:40:58
8.34124,80.41172,Friday,16:40:59
8.34128,80.41173,Friday,16:41:00
8.34132,80.41173,Friday,16:41:01
8.34136,80.41173,Friday,16:41:02
8.3414,80.41174,Friday,16:41:03
8.34143,80.41174,Friday,16:41:04
8.34146,80.41175,Friday,16:41:05
8.34148,80.41176,Friday,16:41:06
8.34153,80.41177,Friday,16:41:07
8.34154,80.41178,Friday,16:41:08
8.34156,80.41178,Friday,16:41:09
8.34157,80.41178,Friday,16:41:11
8.34159,80.41179,Friday,16:41:13
8.34158,80.41179,Friday,16:41:14
8.34162,80.4118,Friday,16:41:16
8.34166,80.41182,Friday,16:41:17
8.3417,80.41182,Friday,16:41:18
8.34173,80.41181,Friday,16:41:19
8.34176,80.41181,Friday,16:41:20
8.34179,80.4118,Friday,16:41:21
8.34182,80.41181,Friday,16:41:22
8.34186,80.41181,Friday,16:41:23
8.34189,80.41181,Friday,16:41:24
8.34191,80.4118,Friday,16:41:25
8.34192,80.41179,Friday,16:41:27
8.34193,80.41179,Friday,16:41:28
8.34195,80.41178,Friday,16:41:29
8.34194,80.41176,Friday,16:41:31
8.34196,80.41177,Friday,16:41:32
8.34197,80.41178,Friday,16:41:33
